					5G v 5G								4G v 4G								5G v 4G								4G v 5G								
J	P	Name	Team	GP	TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		
14	L	TOMAS FLEISCHMANN	fla	80	1030	-3.9	-3.9	-0.7	0.6	0.2	-3.8		27	-0.9	-0.9	-0.0	-0.0	0.4	-0.5		203	16.3	-3.2	-0.7	-0.7	4.1	-0.4		81	-10.5	-2.7	0.1	-0.1	1.4	-1.3		
15	C	DREW SHORE	fla	24	231	-3.0	-3.0	-0.1	-0.4	0.4	-3.0		0	0.0	-0.0	0.0	-0.0	0.0	0.0		18	1.4	-0.4	0.4	-0.2	0.3	0.1		42	-4.9	-0.8	-0.2	0.3	0.7	-0.0		
16	C	ALEKSANDER BARKOV	fla	54	709	4.9	4.9	-0.2	0.4	-0.6	4.4		31	0.4	0.4	-0.1	0.1	0.5	0.9		135	10.4	-2.6	-0.3	-0.6	2.8	-0.7		5	-0.5	0.0	-0.1	-0.1	0.1	-0.1		
17	C	JESSE WINCHESTER	fla	52	548	1.0	1.0	0.6	-0.4	0.7	2.0		3	-0.1	-0.1	-0.0	-0.0	0.0	-0.1		17	1.1	-0.6	0.3	-0.1	0.4	0.0		96	-10.0	-0.8	0.4	0.6	1.1	1.3		
18	C	SHAWN MATTHIAS	fla	59	600	-0.6	-0.6	1.1	-0.6	1.1	1.0		11	-0.6	-0.6	-0.0	0.1	0.2	-0.5		11	0.2	-0.9	0.3	-0.1	0.3	-0.6		90	-11.8	-3.1	-0.6	0.0	1.4	-2.3		
19	R	SCOTTIE UPSHALL	fla	76	967	1.4	1.4	0.2	0.5	0.6	2.7		17	0.1	0.1	0.0	-0.0	0.3	0.4		111	10.5	-0.2	-0.1	-0.3	2.2	1.6		89	-12.5	-3.9	-0.4	0.4	1.3	-2.6		
20	L	SEAN BERGENHEIM	fla	62	819	7.9	7.9	-0.2	-0.6	-0.2	6.9		18	0.4	0.4	-0.0	-0.1	0.3	0.5		136	9.9	-3.3	-0.1	-0.5	2.6	-1.3		19	-2.7	-0.8	-0.2	0.1	0.4	-0.6		
21	R	KRYS BARCH	fla	55	333	-5.0	-5.0	0.6	-0.8	0.9	-4.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.1	0.1	0.0	0.0	0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
22	D	MIKE MOTTAU	fla	8	89	-1.1	-1.1	0.0	0.1	0.0	-0.9		0	-0.0	-0.0	0.0	0.1	0.0	0.0		0	0.0	-0.0	0.0	0.0	0.0	0.0		10	-1.8	-0.8	-0.0	-0.0	0.2	-0.6		
23	C	SCOTT GOMEZ	fla	46	529	-5.2	-5.2	0.6	-0.6	0.6	-4.6		4	-0.1	-0.1	0.0	0.0	0.1	0.1		57	5.1	-0.4	-0.2	-0.3	1.4	0.5		2	-0.2	0.1	-0.0	0.0	0.1	0.1		
24	R	BRAD BOYES	fla	78	1062	3.5	3.5	-0.1	0.1	-1.2	2.3		26	-0.9	-0.9	-0.0	0.3	0.3	-0.3		186	15.5	-2.4	-0.4	-1.4	3.7	-0.6		21	-3.2	-1.1	-0.1	0.1	0.4	-0.7		
26	R	BOBBY BUTLER	fla	2	24	0.6	0.6	0.0	-0.1	0.0	0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.1	-0.0	-0.0	0.0	0.0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
27	C	NICK BJUGSTAD	fla	76	1006	2.4	2.4	-0.6	0.1	0.0	1.9		32	-1.5	-1.5	-0.1	0.1	0.6	-0.9		146	11.7	-2.3	-0.0	-0.7	2.7	-0.3		25	-4.6	-2.2	-0.1	-0.2	0.5	-2.0		
28	L	GARRETT WILSON	fla	3	31	-0.1	-0.1	0.1	-0.0	0.1	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.1	0.0	-0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
32	R	KRIS VERSTEEG	fla	18	235	-2.6	-2.6	-0.2	0.1	-0.1	-2.8		4	-0.2	-0.2	-0.0	-0.0	0.0	-0.2		38	1.4	-2.3	-0.0	0.1	0.8	-1.4		1	-0.3	-0.2	0.0	-0.0	0.0	-0.2		
42	C	QUINTON HOWDEN	fla	16	184	-1.6	-1.6	-0.1	-0.0	0.7	-1.1		1	0.1	0.1	0.0	-0.0	0.0	0.1		0	0.0	-0.0	-0.0	0.0	0.0	-0.0		31	-2.5	0.5	0.0	0.1	0.4	1.0		
43	D	MIKE WEAVER	fla	55	849	-0.2	-0.2	0.8	0.2	0.1	0.9		27	-1.5	-1.5	0.1	0.1	0.4	-0.8		3	-0.3	-0.7	0.4	-0.0	0.1	-0.2		146	-17.6	-3.4	0.5	0.3	1.7	-0.9		
44	D	ERIK GUDBRANSON	fla	65	976	-1.6	-1.6	-0.1	-1.1	1.4	-1.5		17	0.5	0.5	0.0	0.0	0.3	0.8		53	2.8	-2.3	-0.0	-0.3	1.2	-1.4		116	-13.7	-2.5	0.0	0.4	2.1	0.0		
47	D	COLBY ROBAK	fla	16	245	-1.4	-1.4	0.1	-0.0	0.4	-1.0		5	0.0	0.0	-0.0	0.0	0.0	0.0		7	1.1	0.4	-0.1	-0.1	0.1	0.4		38	-3.7	0.1	-0.0	0.2	0.5	0.7		
51	D	BRIAN CAMPBELL	fla	82	1602	4.1	4.1	0.3	0.2	0.1	4.6		75	-1.8	-1.8	-0.1	0.2	1.1	-0.5		300	24.8	-4.1	-1.2	-0.9	5.8	-0.3		143	-14.9	-1.1	-0.2	0.5	2.4	1.7		
55	D	ED JOVANOVSKI	fla	37	467	-6.3	-6.3	-0.0	-0.7	0.6	-6.4		6	-0.4	-0.4	0.0	0.0	0.1	-0.2		54	3.8	-1.5	0.4	-0.2	1.0	-0.3		64	-9.1	-2.9	-0.1	0.5	0.9	-1.7		
57	C	MARCEL GOC	fla	62	823	-2.5	-2.5	0.6	0.3	0.2	-1.4		27	-1.0	-1.0	0.1	0.2	0.4	-0.3		51	2.5	-2.4	0.3	0.0	1.2	-0.9		132	-13.4	-0.7	0.8	0.5	1.7	2.3		
58	D	JONATHAN RACINE	fla	1	13	-0.9	-0.9	-0.1	-0.0	0.0	-1.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	-0.0	0.0	0.0		1	-0.1	-0.0	0.0	-0.0	0.0	-0.0		
67	C	VINCENT TROCHECK	fla	20	264	0.4	0.4	-0.1	-0.1	0.5	0.7		3	0.1	0.1	0.0	0.0	0.1	0.1		49	4.3	-0.5	-0.3	-0.1	0.8	-0.1		45	-5.0	-0.7	0.3	0.5	0.8	0.9		
72	D	ALEX PETROVIC	fla	7	85	-1.7	-1.7	0.1	0.3	0.2	-1.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		3	-0.4	-0.1	0.0	0.0	0.1	0.1		
73	C	BRANDON PIRRI	fla	21	237	-1.1	-1.1	-0.0	-0.3	0.9	-0.6		4	0.0	0.0	-0.0	0.0	0.1	0.1		45	3.9	-0.4	-0.4	-0.1	0.8	-0.2		0	0.0	0.0	0.0	0.0	0.0	0.0		
77	D	TOM GILBERT	fla	73	1249	3.3	3.3	0.9	0.5	-0.1	4.6		55	-1.2	-1.2	-0.1	-0.0	0.9	-0.5		149	12.9	-1.4	-0.0	-0.4	3.0	1.1		52	-7.0	-1.9	0.0	0.1	0.7	-1.1		
82	R	TOMAS KOPECKY	fla	49	611	-0.5	-0.5	0.3	0.4	0.3	0.5		6	-0.2	-0.2	0.0	0.1	0.1	-0.0		60	3.7	-2.1	0.4	-0.2	1.3	-0.7		82	-8.7	-0.8	0.0	0.3	1.0	0.5		
97	D	MATT GILROY	fla	16	239	0.1	0.1	-0.2	0.1	0.3	0.3		6	0.0	0.0	0.0	-0.1	0.1	0.1		17	0.7	-1.0	0.1	-0.1	0.4	-0.6		0	-0.3	-0.2	-0.0	0.0	0.0	-0.2		
2	D	MATT GREENE	los	38	480	3.1	3.1	-0.3	0.4	-2.9	0.3		11	0.9	0.9	-0.0	-0.0	-0.1	0.7		11	0.3	-0.7	0.1	-0.1	0.0	-0.7		97	-10.2	-0.8	0.2	0.3	-0.5	-0.7		
6	D	JAKE MUZZIN	los	76	1167	15.0	15.0	-1.0	0.8	-8.9	5.9		52	0.3	0.3	-0.1	0.2	-0.5	-0.1		182	19.7	2.1	0.4	-0.7	0.3	2.1		32	-1.1	2.0	-0.3	-0.1	-0.2	1.3		
8	D	DREW DOUGHTY	los	78	1396	13.9	13.9	-0.1	0.6	-10.8	3.6		67	0.1	0.1	-0.1	0.3	-0.5	-0.2		280	28.0	1.0	-1.0	-0.6	0.1	-0.4		182	-16.7	0.8	0.3	0.8	-1.0	0.9		
10	C	MIKE RICHARDS	los	82	946	3.4	3.4	-0.9	-0.1	-6.2	-3.8		46	0.4	0.4	-0.1	0.4	-0.4	0.3		220	21.6	0.4	-0.7	-0.7	0.2	-0.8		121	-8.3	3.3	-0.4	0.2	-0.8	2.3		
11	C	ANZE KOPITAR	los	82	1163	23.7	23.7	0.2	1.8	-10.4	15.3		62	0.5	0.5	-0.1	0.2	-0.5	0.1		260	27.6	2.6	-0.8	-0.6	0.3	1.4		153	-18.3	-3.5	0.2	0.4	-0.6	-3.4		
12	R	MARIAN GABORIK	los	19	258	7.9	7.9	-0.3	-0.3	-2.7	4.6		9	-0.2	-0.2	-0.1	0.2	-0.1	-0.2		54	6.4	1.2	0.1	-0.1	0.1	1.2		1	-0.1	0.0	-0.0	-0.0	-0.0	-0.1		
13	L	KYLE CLIFFORD	los	71	695	0.5	0.5	-0.2	-1.4	-3.1	-4.2		0	-0.1	-0.1	-0.0	0.0	0.0	-0.1		10	0.6	-0.3	0.1	0.1	0.1	-0.1		18	-1.5	0.3	-0.1	0.2	-0.1	0.2		
14	R	JUSTIN WILLIAMS	los	82	1083	17.1	17.1	-0.6	1.3	-9.6	8.1		38	0.3	0.3	-0.1	0.2	-0.3	0.1		186	18.8	0.8	0.1	-0.5	-0.1	0.4		47	-5.2	-0.6	-0.3	-0.1	-0.1	-1.2		
17	L	DANIEL CARCILLO	los	26	254	2.0	2.0	-0.1	-0.4	-1.2	0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.6	0.3	0.1	-0.0	0.0	0.4		0	0.0	0.0	0.0	0.0	0.0	0.0		
21	R	MATT FRATTIN	los	40	430	1.6	1.6	-0.4	-0.4	-2.3	-1.5		2	0.0	0.0	0.0	0.1	0.0	0.1		44	3.4	-0.9	0.1	-0.2	0.1	-1.0		1	-0.1	0.0	0.0	-0.1	-0.0	-0.0		
22	C	TREVOR LEWIS	los	73	798	-1.0	-1.0	-0.2	-1.0	-4.3	-6.5		12	-0.2	-0.2	0.1	-0.0	-0.1	-0.3		19	0.4	-1.5	0.3	-0.0	0.0	-1.2		134	-11.9	1.0	0.5	0.5	-0.7	1.3		
23	L	DUSTIN BROWN	los	79	1029	10.6	10.6	-0.1	0.3	-8.0	2.8		24	0.5	0.5	-0.0	-0.0	-0.2	0.3		159	16.6	1.3	0.1	-0.4	-0.0	0.9		36	-5.4	-1.9	-0.2	0.2	-0.1	-2.0		
24	C	COLIN FRASER	los	33	284	0.7	0.7	0.1	-0.2	-1.1	-0.6		0	-0.1	-0.1	-0.0	0.0	0.0	-0.1		3	0.2	-0.2	0.2	0.0	0.0	0.1		16	-1.1	0.6	-0.2	0.1	-0.1	0.3		
26	D	SLAVA VOYNOV	los	82	1362	10.1	10.1	-0.5	-0.4	-8.9	0.3		54	-0.0	-0.0	0.0	0.1	-0.4	-0.3		225	20.1	-1.6	-0.3	0.1	0.1	-1.6		164	-13.3	2.5	-0.4	0.3	-0.9	1.6		
27	D	ALEC MARTINEZ	los	61	781	8.8	8.8	-0.7	-1.6	-5.0	1.5		19	1.2	1.2	-0.2	0.0	-0.1	0.9		117	11.4	0.0	0.5	0.0	0.0	0.6		25	-2.3	0.1	-0.2	-0.0	-0.2	-0.3		
28	C	JARRET STOLL	los	78	917	5.8	5.8	-0.3	-0.7	-6.0	-1.1		30	0.6	0.6	0.1	-0.1	-0.3	0.3		115	11.5	0.4	0.5	0.1	0.0	1.0		156	-13.0	2.1	0.8	0.7	-0.8	2.7		
33	D	WILLIE MITCHELL	los	76	1228	14.3	14.3	-0.1	-0.9	-8.0	5.2		50	0.4	0.4	0.0	0.1	-0.5	0.2		32	2.5	-0.6	0.5	0.1	0.1	0.1		204	-20.8	-1.2	0.5	0.3	-1.2	-1.5		
44	D	ROBYN REGEHR	los	79	1223	3.9	3.9	0.2	-0.4	-8.3	-4.6		38	-0.8	-0.8	0.1	0.2	-0.3	-0.9		5	0.5	-0.1	0.1	0.0	0.0	0.0		210	-19.9	0.3	-0.2	0.9	-1.5	-0.5		
57	R	LINDEN VEY	los	18	170	1.0	1.0	0.0	-0.5	-0.8	-0.2		3	0.1	0.1	0.0	-0.1	-0.0	-0.0		25	1.5	-0.9	0.1	-0.1	0.0	-0.9		16	-1.0	0.5	-0.1	-0.0	-0.1	0.3		
70	L	TANNER PEARSON	los	25	255	2.2	2.2	0.1	-0.6	-1.6	0.1		0	0.0	-0.0	0.0	-0.0	-0.0	-0.0		15	1.9	0.4	0.1	-0.2	0.1	0.4		3	-0.4	-0.0	0.0	0.0	-0.1	-0.0		
71	C	JORDAN NOLAN	los	64	572	-0.7	-0.7	-0.1	-1.1	-2.7	-4.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		3	0.1	-0.3	0.3	0.0	0.0	0.0		2	-0.1	0.1	-0.0	-0.0	-0.0	0.0		
73	C	TYLER TOFFOLI	los	62	680	8.6	8.6	-0.8	-0.7	-4.1	3.1		4	0.1	0.1	-0.0	0.0	-0.1	0.1		93	8.3	-0.6	-0.0	-0.1	0.2	-0.6		6	0.0	0.7	-0.1	0.0	-0.0	0.6		
74	L	DWIGHT KING	los	77	991	13.4	13.4	-0.3	0.2	-7.3	6.0		7	0.1	0.1	0.1	-0.0	-0.0	0.1		35	2.3	-1.1	0.3	0.2	0.1	-0.5		103	-7.8	2.1	-0.3	0.1	-0.5	1.4		
77	C	JEFF CARTER	los	72	930	10.4	10.4	-0.3	0.9	-7.0	4.0		51	0.9	0.9	-0.1	0.2	-0.4	0.6		220	20.4	-0.9	-0.8	0.2	0.0	-1.4		102	-8.7	1.1	-0.4	0.3	-0.9	0.1		
81	D	ANDREW CAMPBELL	los	3	36	-0.5	-0.5	-0.1	-0.2	-0.2	-1.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	-0.1	0.1	0.0	0.1	0.0	0.2		
2	D	KEITH BALLARD	min	45	548	1.0	1.0	0.5	-0.7	0.1	1.0		12	-0.4	-0.4	0.1	0.1	0.1	-0.2		28	3.7	0.9	0.4	-0.4	0.1	1.0		26	-2.8	-0.3	-0.2	0.1	0.1	-0.2		
3	C	CHARLIE COYLE	min	70	980	1.0	1.0	-1.2	1.5	-1.6	-0.4		36	0.7	0.7	-0.1	-0.0	0.1	0.7		148	13.6	-0.6	0.1	0.0	-1.4	-1.9		8	-1.4	-0.5	-0.1	-0.0	0.1	-0.5		
4	D	CLAYTON STONER	min	63	765	-0.1	-0.1	0.9	-0.8	0.2	0.1		7	-0.1	-0.1	0.1	0.0	0.0	0.0		1	0.1	-0.0	0.2	-0.0	0.0	0.1		82	-7.1	0.8	-0.2	-0.1	0.6	1.2		
5	D	CHRISTIAN FOLIN	min	1	15	-0.5	-0.5	0.1	0.1	0.0	-0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.2	0.1	0.0	0.0	0.0	0.1		1	0.1	0.3	0.0	-0.0	0.0	0.3		
6	D	MARCO SCANDELLA	min	76	1216	3.6	3.6	1.5	0.9	-0.6	5.5		49	-0.0	-0.0	0.1	0.0	0.1	0.2		19	1.1	-0.8	0.3	0.1	0.0	-0.3		140	-15.2	-1.7	0.3	-0.1	1.2	-0.3		
7	D	JONATHON BLUM	min	15	166	3.2	3.2	-0.3	-0.2	-0.0	2.6		2	0.1	0.1	-0.1	-0.0	0.0	0.1		3	0.3	-0.1	0.2	-0.1	0.0	0.0		2	-0.9	-0.7	0.0	-0.0	0.0	-0.7		
8	C	CODY MCCORMICK	min	14	114	-1.3	-1.3	0.2	-0.2	0.1	-1.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.0	-0.0	-0.0	-0.0		20	-3.1	-1.2	-0.2	0.2	0.1	-1.1		
9	C	MIKKO KOIVU	min	65	942	9.8	9.8	-2.7	1.7	-2.5	6.3		48	-0.8	-0.8	-0.1	-0.2	0.3	-0.8		211	26.3	6.0	-1.3	0.2	-2.5	2.4		89	-10.2	-1.6	0.6	-0.1	0.9	-0.2		
11	L	ZACH PARISE	min	67	973	13.5	13.5	-3.1	2.3	-2.2	10.5		59	0.0	0.0	-0.0	-0.3	0.4	0.1		211	25.1	4.7	-1.3	0.3	-2.7	1.1		65	-7.4	-1.1	-0.3	-0.2	0.5	-1.2		
14	R	JUSTIN FONTAINE	min	66	733	-1.8	-1.8	1.2	0.2	0.2	-0.2		2	-0.2	-0.2	0.0	0.0	-0.0	-0.2		59	3.6	-2.1	0.7	-0.1	-0.2	-1.7		0	0.0	0.0	0.0	0.0	0.0	0.1		
15	L	DANY HEATLEY	min	76	916	-7.6	-7.6	-0.5	-0.7	-0.3	-9.1		11	-0.6	-0.6	0.0	0.0	0.0	-0.5		178	18.1	0.9	-0.3	-0.1	-1.4	-0.9		0	0.0	0.1	-0.0	-0.0	0.0	0.1		
16	L	JASON ZUCKER	min	21	254	-0.5	-0.5	-0.2	-0.1	0.1	-0.7		4	0.0	0.0	0.0	-0.0	0.0	-0.0		11	1.0	-0.1	0.0	-0.1	-0.0	-0.2		1	-0.4	-0.2	0.0	-0.0	0.0	-0.3		
17	C	TORREY MITCHELL	min	58	512	-1.3	-1.3	1.2	-0.4	0.9	0.4		0	0.0	0.0	0.0	0.0	0.0	0.1		0	0.0	-0.1	-0.0	0.0	0.0	-0.1		80	-8.5	-0.8	-0.4	0.0	0.7	-0.4		
18	C	JAKE DOWELL	min	1	7	-0.6	-0.6	-0.0	0.1	0.0	-0.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
19	L	STEPHANE VEILLEUX	min	34	251	-2.9	-2.9	0.2	-0.4	0.3	-2.8		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		32	-4.0	-0.8	-0.2	0.1	0.2	-0.8		
20	D	RYAN SUTER	min	82	1766	0.6	0.6	-2.3	2.4	-2.1	-1.5		95	-0.9	-0.9	-0.0	-0.2	0.4	-0.7		289	34.3	6.5	-1.8	0.1	-3.2	1.5		179	-20.6	-3.4	0.1	-0.4	1.7	-2.0		
21	C	KYLE BRODZIAK	min	81	1065	-8.5	-8.5	4.1	0.9	0.4	-3.1		20	-0.4	-0.4	0.2	-0.0	0.1	-0.0		12	0.7	-0.4	0.3	-0.2	0.0	-0.3		210	-22.4	-2.2	0.6	-0.4	1.8	-0.2		
22	R	NINO NIEDERREITER	min	81	1015	4.5	4.5	-1.1	-0.3	-0.6	2.6		15	0.5	0.5	-0.0	0.1	0.0	0.6		99	10.3	0.7	0.5	-0.6	-0.1	0.6		0	0.0	0.0	0.0	0.0	0.0	0.0		
24	L	MATT COOKE	min	82	1053	-6.6	-6.6	3.8	0.7	0.6	-1.5		8	-0.3	-0.3	0.1	0.0	0.1	-0.2		5	0.3	-0.2	0.1	-0.1	0.0	-0.1		201	-20.3	-1.0	0.1	-0.3	1.7	0.5		
25	D	JONAS BRODIN	min	79	1474	-6.2	-6.2	-0.8	1.0	-1.3	-7.3		73	-0.4	-0.4	0.0	-0.2	0.3	-0.2		101	8.2	-1.5	1.0	-0.4	-0.4	-1.3		175	-19.8	-2.9	0.1	0.1	1.6	-1.2		
26	L	MATT MOULSON	min	20	254	1.1	1.1	-0.1	0.3	-0.5	0.8		9	0.1	0.1	-0.1	0.0	-0.0	0.1		53	6.4	1.2	-0.0	0.3	-0.6	0.9		0	0.0	0.0	0.0	-0.0	0.0	0.0		
27	C	MIKE RUPP	min	13	81	-0.5	-0.5	0.2	-0.1	0.1	-0.4		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
28	C	ZENON KONOPKA	min	36	240	-1.5	-1.5	0.5	-0.9	0.3	-1.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.0	0.0	-0.0	-0.0		27	-2.2	0.4	0.0	-0.2	0.3	0.5		
29	R	JASON POMINVILLE	min	82	1143	8.7	8.7	-3.1	0.9	-1.9	4.6		50	-0.2	-0.2	-0.1	-0.1	0.1	-0.4		269	32.1	6.2	-1.7	0.2	-3.1	1.6		4	-1.3	-0.9	-0.1	-0.1	0.1	-1.0		
39	D	NATE PROSSER	min	53	683	-6.0	-6.0	0.8	-0.5	-0.1	-5.8		7	0.4	0.4	0.1	-0.0	0.0	0.5		0	0.0	-0.1	0.1	0.0	0.0	-0.0		82	-5.9	2.1	0.2	-0.0	0.7	2.8		
45	R	CARSON MCMILLAN	min	1	8	0.3	0.3	0.0	-0.0	0.0	0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.0	0.1	0.0	-0.1	0.0	0.1		
46	D	JARED SPURGEON	min	67	1176	7.8	7.8	-0.8	1.2	-1.6	6.6		54	-0.2	-0.2	-0.1	0.1	0.3	0.1		138	17.4	4.2	0.2	-0.2	-0.9	3.2		128	-14.9	-2.5	-0.1	-0.7	1.2	-2.1		
54	R	BRETT BULMER	min	5	54	-1.3	-1.3	0.3	-0.1	0.0	-1.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	-0.0	0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
55	D	MATHEW DUMBA	min	13	137	-0.4	-0.4	-0.3	-0.1	0.0	-0.8		4	-0.1	-0.1	0.0	-0.0	0.0	-0.1		19	1.7	-0.1	0.0	-0.1	-0.0	-0.3		0	0.0	0.0	0.0	0.0	0.0	0.0		
56	L	ERIK HAULA	min	46	414	0.3	0.3	0.2	-0.7	0.2	-0.1		6	-0.2	-0.2	0.1	0.1	0.0	-0.0		5	0.1	-0.5	0.2	-0.0	-0.1	-0.4		46	-3.5	1.0	-0.1	0.1	0.5	1.4		
64	C	MIKAEL GRANLUND	min	63	857	2.0	2.0	-0.9	0.2	-1.3	0.0		43	-0.0	-0.0	0.0	-0.0	0.2	0.1		150	14.9	0.5	-0.0	0.2	-1.0	-0.4		28	-2.4	0.3	0.0	-0.1	0.3	0.5		
6	D	DOUGLAS MURRAY	mon	53	613	-4.4	-4.4	-0.4	-0.3	2.4	-2.7		4	0.2	0.2	0.1	-0.0	-0.0	0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		147	-11.0	3.1	-0.1	0.6	-1.7	2.0		
8	L	BRANDON PRUST	mon	52	563	-5.8	-5.8	0.4	-0.9	2.0	-4.3		1	-0.1	-0.1	0.0	0.0	0.0	-0.0		8	0.8	0.0	0.0	-0.1	0.1	0.1		84	-8.3	-0.2	-0.3	0.3	-0.9	-1.1		
11	R	BRENDAN GALLAGHER	mon	81	1076	4.5	4.5	-1.0	0.6	3.0	7.0		21	0.3	0.3	0.1	-0.0	-0.1	0.3		188	15.8	-2.3	-0.4	-0.9	2.5	-1.1		5	-0.5	0.0	-0.2	0.1	-0.1	-0.2		
14	C	TOMAS PLEKANEC	mon	81	1107	-7.6	-7.6	2.0	1.1	3.7	-0.8		54	1.2	1.2	-0.0	0.1	-0.3	0.9		146	12.8	-1.4	-0.1	-0.5	2.0	-0.0		233	-21.2	1.2	1.2	1.5	-2.5	1.3		
15	R	GEORGE PARROS	mon	22	98	-3.1	-3.1	0.1	-0.3	0.4	-2.9		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.1	-0.1	0.0	0.0	0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
17	R	RENE BOURQUE	mon	63	800	-3.8	-3.8	0.6	-0.1	2.8	-0.5		10	-1.0	-1.0	0.0	0.0	0.0	-0.9		70	6.3	-0.5	0.4	0.2	1.0	1.2		2	-0.2	0.0	-0.0	-0.0	-0.0	-0.0		
20	L	THOMAS VANEK	mon	18	245	-2.3	-2.3	-0.9	-0.1	0.6	-2.6		2	-0.1	-0.1	-0.0	0.1	0.0	-0.1		62	4.7	-1.3	0.1	0.0	0.8	-0.4		0	-0.0	0.0	0.0	0.0	-0.0	0.0		
21	R	BRIAN GIONTA	mon	81	1113	-9.3	-9.3	1.4	1.1	3.6	-3.1		50	0.7	0.7	0.1	0.1	-0.4	0.5		110	10.3	-0.3	-0.3	-0.4	1.5	0.5		121	-11.7	-0.0	0.3	0.7	-1.3	-0.4		
22	R	DALE WEISE	mon	17	157	0.7	0.7	0.1	-0.4	0.6	1.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		2	0.1	-0.2	0.1	-0.0	0.0	-0.1		7	-0.8	-0.1	-0.2	0.0	-0.1	-0.4		
24	D	JARRED TINORDI	mon	22	276	-2.9	-2.9	-0.4	-0.6	0.9	-3.0		5	-0.0	-0.0	0.0	-0.0	-0.0	-0.0		1	0.5	0.3	0.0	0.0	0.0	0.4		47	-4.8	-0.3	-0.2	0.3	-0.4	-0.6		
26	D	JOSH GORGES	mon	66	1097	-3.0	-3.0	0.5	0.7	3.7	1.9		45	0.9	0.9	0.1	-0.0	-0.2	0.8		22	1.9	-0.2	0.5	-0.3	0.4	0.3		208	-17.8	2.2	0.7	0.9	-2.7	1.2		
27	C	ALEX GALCHENYUK	mon	65	787	-2.6	-2.6	-0.9	-0.0	2.3	-1.2		12	0.7	0.7	0.0	-0.0	-0.0	0.7		128	10.9	-1.4	-0.0	-0.8	1.9	-0.4		1	-0.2	-0.1	-0.0	0.0	-0.0	-0.1		
28	C	JOONAS NATTINEN	mon	1	1	-0.2	-0.2	0.0	-0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
32	L	TRAVIS MOEN	mon	65	560	-0.5	-0.5	0.6	-0.8	2.7	2.0		2	0.1	0.1	0.0	0.0	-0.0	0.1		5	0.3	-0.2	0.1	0.0	0.1	-0.0		166	-15.8	0.2	0.8	1.1	-2.0	0.1		
37	C	GABRIEL DUMONT	mon	2	12	-0.4	-0.4	0.1	-0.0	0.1	-0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	-0.1	0.0	0.0	-0.0	-0.0	-0.0		
40	D	NATHAN BEAULIEU	mon	17	203	-1.6	-1.6	-0.3	-0.0	0.9	-1.1		2	-0.2	-0.2	0.0	-0.0	0.0	-0.1		18	0.9	-0.9	-0.0	-0.1	0.2	-0.8		0	0.0	0.0	0.0	0.0	0.0	0.0		
